candidates preference to courses:
candidate     course10      course3      course7      course5      course1     course14      course8     course11     course12      course0      course2      course9      course4     course13      course6
candidate199          0.5          0.3            0          0.3          0.7          0.8          0.9          0.1          0.8          0.1          0.3          0.1          0.2          0.6            1

courses capacity and preference to candidates:
course capacity  candidate148 candidate195  candidate32  candidate76  candidate77 candidate101 candidate109 candidate146 candidate134  candidate16  candidate33  candidate12 candidate149 candidate133 candidate169  candidate49  candidate66 candidate122  candidate52  candidate43 candidate116 candidate138   candidate2 candidate155  candidate97 candidate136  candidate199  candidate82  candidate44 candidate125  candidate85 candidate184 candidate130  candidate55   candidate4  candidate40  candidate72  candidate51 candidate113 candidate166  candidate23 candidate152  candidate10  candidate46  candidate73  candidate89  candidate30  candidate60  candidate158  candidate50 candidate139  candidate90 candidate124 candidate118  candidate47  candidate20  candidate56 candidate157 candidate175  candidate42 candidate123  candidate83 candidate183 candidate186  candidate54  candidate67  candidate63 candidate164  candidate84 candidate172 candidate144 candidate137  candidate35 candidate135 candidate179 candidate163 candidate154 candidate180 candidate197  candidate58  candidate64 candidate132 candidate159  candidate39  candidate93 candidate141 candidate126 candidate168 candidate120  candidate31 candidate117  candidate37 candidate167 candidate181  candidate81  candidate28  candidate53  candidate99 candidate114  candidate62 candidate171   candidate7  candidate71 candidate176  candidate41 candidate173  candidate86 candidate103 candidate156 candidate177  candidate92  candidate98 candidate131  candidate19 candidate100  candidate27   candidate5 candidate145 candidate190 candidate198  candidate61 candidate153 candidate178  candidate162 candidate110  candidate59  candidate21  candidate65  candidate79 candidate142 candidate185   candidate9 candidate194  candidate74  candidate95   candidate3 candidate102 candidate108 candidate111  candidate25  candidate38 candidate143 candidate128  candidate11 candidate106  candidate34 candidate105 candidate147 candidate151 candidate193  candidate18  candidate45  candidate57  candidate26  candidate78  candidate80  candidate24 candidate150   candidate6  candidate36  candidate88  candidate69  candidate75  candidate70 candidate196  candidate13  candidate68 candidate187   candidate1  candidate96 candidate192 candidate140 candidate174 candidate161 candidate115  candidate15   candidate0  candidate94 candidate112 candidate127 candidate182  candidate87 candidate121  candidate91 candidate189  candidate29 candidate160   candidate8 candidate119 candidate191  candidate17 candidate104 candidate188  candidate14 candidate129 candidate165  candidate22  candidate48 candidate107 candidate170
 course0        2           0.8          0.3          0.8  Unqualified          0.4          0.2  Unqualified          0.8          0.9          0.9          0.2          0.9  Unqualified          0.3          0.8          0.1          0.7          0.1          0.1          0.3          0.3          0.1          0.6          0.5            1          0.5           0.1            1  Unqualified          0.4  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.3            1          0.6  Unqualified  Unqualified  Unqualified          0.9          0.6          0.7          0.7          0.1          0.0          0.4           0.6          0.2  Unqualified          0.3  Unqualified          0.4          0.6          0.2          0.8          0.6          0.2          0.4          0.1          0.5          0.9          0.2          0.1  Unqualified            1  Unqualified          0.2          0.6          0.7          0.9          0.8          0.9  Unqualified  Unqualified          0.7          0.9  Unqualified          0.4          0.9          0.9          0.1  Unqualified          0.8  Unqualified            0            0  Unqualified          0.1          0.2          0.8          0.2          0.9  Unqualified          0.6  Unqualified          0.8          0.8          0.1          0.5          0.4          0.6          0.2          0.8          0.2          0.7          0.2          0.9  Unqualified          0.8          0.9          0.7            1          0.6          0.2  Unqualified            1          0.6  Unqualified          0.8          0.7          0.1           0.9          0.5          0.3          0.8          0.4  Unqualified          0.4          0.1          0.4  Unqualified          0.7  Unqualified          0.3          0.4          0.7          0.9          0.2            1            1          0.4          0.3  Unqualified          0.2          0.6          0.3          0.1          0.1          0.1          0.6          0.6          0.7          0.4          0.4          0.7          0.2          0.2          0.6          0.9          0.9  Unqualified          0.1  Unqualified          0.8          0.1          0.1          0.1          0.4          0.5            0  Unqualified          0.8          0.4  Unqualified          0.2          0.1          0.8          0.7          0.9  Unqualified          0.5  Unqualified  Unqualified          0.6          0.3          0.1            1          0.6          0.9          0.7  Unqualified          0.7  Unqualified          0.1  Unqualified            0            1  Unqualified
 course1        2           0.4            0          0.7  Unqualified          0.9            0          0.6  Unqualified          0.7  Unqualified            1  Unqualified          0.1          0.3          0.2          0.7          0.9  Unqualified  Unqualified          0.3          0.3          0.8          0.3          0.5          0.7  Unqualified           0.1          0.1          0.9  Unqualified  Unqualified          0.9  Unqualified          0.2          0.9          0.4          0.7  Unqualified            1          0.8          0.8          0.9          0.4            0  Unqualified          0.8          0.6          0.9           0.5          0.7          0.9  Unqualified  Unqualified            1          0.6          0.4          0.2          0.9          0.2  Unqualified          0.7          0.9          0.1          0.1          0.2          0.4          0.5  Unqualified          0.7          0.6          0.8            0          0.6          0.1          0.4          0.5          0.1          0.7          0.5  Unqualified  Unqualified          0.6          0.1          0.8          0.4          0.3          0.2          0.9          0.9          0.5  Unqualified          0.4          0.6            1  Unqualified            0  Unqualified          0.8            0          0.6  Unqualified  Unqualified          0.3  Unqualified          0.9          0.8  Unqualified  Unqualified  Unqualified          0.9          0.2          0.2          0.3          0.4            1            0          0.7          0.2          0.7          0.9          0.8          0.9          0.4           0.2          0.9            0          0.5          0.5          0.8          0.7  Unqualified          0.9  Unqualified          0.4  Unqualified            1          0.3          0.7          0.2          0.1          0.4          0.2          0.9          0.8          0.7          0.6          0.1          0.7          0.9          0.8  Unqualified          0.1          0.6  Unqualified  Unqualified          0.1          0.5  Unqualified          0.6          0.3          0.6          0.8          0.8          0.4          0.2          0.3            1          0.2          0.5          0.6  Unqualified            1          0.7          0.5          0.8          0.2          0.7          0.4          0.9  Unqualified          0.1          0.5          0.6  Unqualified          0.2          0.3          0.5          0.5          0.2          0.7          0.9          0.3  Unqualified          0.7          0.4          0.3          0.8            0  Unqualified  Unqualified
 course2        4           0.7          0.6            0          0.7          0.8          0.1          0.4          0.5            0          0.8            0  Unqualified  Unqualified          0.8          0.8          0.4          0.3          0.1          0.3          0.3          0.3            0          0.4  Unqualified          0.4          0.8           0.5          0.4          0.1          0.4            0            1  Unqualified  Unqualified          0.8          0.1          0.3          0.8          0.8          0.3          0.5          0.5          0.2          0.8  Unqualified            1          0.2          0.2           0.9  Unqualified          0.7          0.1          0.1          0.2          0.6          0.6          0.8          0.3          0.6          0.4          0.9          0.5          0.5          0.8          0.6  Unqualified          0.9          0.7  Unqualified          0.5          0.9  Unqualified          0.6          0.8          0.3  Unqualified          0.5  Unqualified          0.7          0.4          0.7          0.3          0.8          0.4            1          0.7  Unqualified  Unqualified          0.1          0.1          0.6          0.3  Unqualified          0.7  Unqualified          0.1  Unqualified  Unqualified          0.2          0.6  Unqualified          0.8          0.7          0.2  Unqualified            1          0.7  Unqualified  Unqualified          0.8          0.7          0.9          0.1  Unqualified          0.1            1          0.9          0.1          0.4  Unqualified          0.9          0.1  Unqualified           0.5          0.4          0.8  Unqualified          0.5          0.4          0.6          0.7          0.1  Unqualified          0.0          0.5  Unqualified          0.1          0.6          0.9          0.2  Unqualified  Unqualified          0.9          0.4          0.1          0.4          0.8          0.1          0.4  Unqualified          0.2          0.8          0.1          0.5          0.5          0.5          0.3  Unqualified          0.8          0.6            1          0.5  Unqualified          0.1          0.8          0.9          0.1  Unqualified  Unqualified          0.9          0.5          0.4          0.5          0.2  Unqualified          0.6            1  Unqualified          0.5          0.1          0.8          0.3          0.3  Unqualified          0.4  Unqualified          0.2  Unqualified          0.9  Unqualified          0.4          0.7          0.4          0.9          0.7  Unqualified          0.8          0.6          0.6          0.9
 course3        5           0.0          0.3  Unqualified          0.3          0.7  Unqualified          0.4          0.5          0.3          0.9          0.7          0.8          0.2          0.1          0.6          0.9            0          0.3          0.1            0          0.5          0.4          0.6  Unqualified          0.6          0.6           0.6          0.2          0.1          0.2  Unqualified          0.4          0.8  Unqualified          0.3          0.4          0.2  Unqualified          0.1          0.4  Unqualified  Unqualified          0.7          0.4          0.1            1          0.5          0.1           0.7          0.2          0.4          0.7          0.3          0.4          0.6          0.3            0          0.6  Unqualified          0.6  Unqualified          0.6          0.8          0.4  Unqualified          0.9  Unqualified          0.1          0.4          0.1          0.4  Unqualified          0.6  Unqualified          0.8          0.2          0.6          0.9  Unqualified            0          0.3  Unqualified          0.6  Unqualified          0.5          0.1            1  Unqualified          0.6          0.4  Unqualified  Unqualified  Unqualified          0.8            0  Unqualified          0.6          0.3          0.2          0.5          0.8          0.7          0.3          0.2            1          0.8          0.2  Unqualified          0.6          0.6          0.9  Unqualified          0.7          0.5          0.5          0.8          0.2          0.5          0.7          0.5          0.6          0.8          0.2           0.2          0.2          0.3            1          0.4            1          0.5          0.2  Unqualified  Unqualified          0.4          0.4          0.3          0.2          0.2          0.6          0.2          0.1  Unqualified          0.3          0.2          0.8          0.1          0.1          0.2          0.5          0.1  Unqualified  Unqualified  Unqualified            0          0.7          0.3          0.8          0.2            0          0.2          0.3          0.9            1          0.8            0  Unqualified          0.9            0          0.1          0.1          0.2          0.7          0.4          0.6          0.4          0.6          0.7          0.8          0.8  Unqualified  Unqualified  Unqualified          0.1          0.4          0.3          0.8  Unqualified  Unqualified          0.6          0.6          0.1          0.8          0.7          0.3          0.7          0.7          0.7          0.1          0.1          0.6
 course4        2           0.8          0.8  Unqualified            1          0.8          0.2          0.3          0.1          0.5          0.6          0.1          0.2          0.2          0.1          0.3          0.9          0.8          0.7  Unqualified          0.4          0.4  Unqualified          0.3          0.5  Unqualified          0.7           0.9          0.9          0.8  Unqualified          0.7          0.1          0.4  Unqualified            0  Unqualified            0            1  Unqualified          0.4          0.6          0.3  Unqualified          0.8  Unqualified          0.6          0.1          0.4           0.6          0.4          0.8          0.8  Unqualified          0.7          0.3  Unqualified          0.8          0.3          0.9          0.1  Unqualified          0.9          0.2  Unqualified          0.5  Unqualified          0.4          0.9          0.3          0.7          0.7          0.5          0.3  Unqualified          0.3          0.8          0.6          0.4            0          0.4  Unqualified          0.1          0.4          0.5  Unqualified          0.4          0.4  Unqualified            0          0.9          0.7            1          0.1          0.8          0.2  Unqualified          0.1          0.9  Unqualified          0.9          0.9          0.5          0.3          0.3            0          0.8          0.4          0.3          0.2          0.1          0.9          0.7          0.6          0.4          0.8  Unqualified          0.6          0.9          0.2  Unqualified          0.8  Unqualified          0.4           0.6          0.4          0.6  Unqualified          0.2          0.3          0.7          0.7          0.2          0.9          0.8  Unqualified          0.9          0.6            1          0.6          0.1          0.3          0.7  Unqualified          0.4          0.3  Unqualified            1          0.3          0.9          0.9          0.2  Unqualified          0.5          0.8          0.3          0.5          0.5          0.7  Unqualified          0.1          0.2          0.9  Unqualified          0.2          0.8          0.6          0.9  Unqualified          0.5  Unqualified          0.2  Unqualified  Unqualified          0.4          0.7  Unqualified  Unqualified  Unqualified          0.8          0.2          0.7          0.7          0.6            1  Unqualified  Unqualified          0.5          0.4          0.2          0.4          0.4          0.9          0.8          0.8  Unqualified          0.6          0.5          0.6          0.4          0.1
 course5        3           0.5          0.5          0.8  Unqualified          0.7          0.1          0.3  Unqualified            0  Unqualified          0.3          0.4          0.3          0.6  Unqualified          0.0          0.4          0.7            1          0.9          0.8          0.3          0.2          0.6          0.3            1           0.0          0.5          0.6          0.9          0.5          0.3          0.2          0.1          0.8  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified          0.1  Unqualified          0.1            1            0          0.2          0.9           0.5          0.1          0.6          0.3  Unqualified          0.4          0.6          0.2          0.9          0.1          0.6  Unqualified          0.9          0.4          0.6          0.5          0.5  Unqualified            0  Unqualified  Unqualified          0.6          0.2          0.5          0.6          0.5            0          0.9          0.1          0.5          0.9          0.2          0.6          0.5          0.4          0.8  Unqualified          0.9  Unqualified          0.4            1          0.6  Unqualified            1          0.4          0.6          0.6          0.6          0.4          0.5          0.6          0.5  Unqualified          0.2          0.7          0.2          0.9          0.7          0.5          0.9          0.4  Unqualified          0.1  Unqualified          0.6  Unqualified            0  Unqualified          0.3          0.9          0.6          0.2          0.2          0.3          0.9           0.6  Unqualified          0.2          0.6          0.4  Unqualified          0.9          0.4  Unqualified          0.9          0.7          0.9  Unqualified          0.5          0.2            0          0.9          0.2          0.2          0.2  Unqualified          0.4          0.4          0.8          0.9          0.5  Unqualified          0.2          0.7          0.5          0.6          0.9  Unqualified            0          0.4  Unqualified  Unqualified          0.3          0.3          0.4  Unqualified  Unqualified          0.6          0.6          0.7          0.2          0.9          0.8          0.2          0.6  Unqualified          0.6          0.4          0.7            0          0.7          0.8          0.9  Unqualified          0.9            1          0.5          0.3          0.4          0.5          0.6          0.6          0.3  Unqualified          0.7  Unqualified          0.3  Unqualified          0.5  Unqualified          0.3          0.8
 course6        2           0.7          0.7          0.1          0.4          0.4          0.9          0.3          0.9          0.2          0.7          0.1          0.6          0.8  Unqualified          0.2          0.9  Unqualified  Unqualified          0.3  Unqualified          0.8          0.6          0.2  Unqualified          0.7          0.3           0.5          0.5          0.1          0.4  Unqualified  Unqualified          0.7            0          0.2          0.8          0.6            0          0.6          0.8          0.2          0.5  Unqualified          0.7  Unqualified          0.2          1.0          0.5           0.3          0.7            0  Unqualified          0.2            0  Unqualified          0.4          0.7          0.2  Unqualified          0.7          0.1          0.6          0.8          0.2          0.6          0.8          0.9          0.4          0.4          0.5          0.3          0.8          0.8          0.7          0.9          0.9          0.5          0.3          0.7          0.2          0.9          0.6            0          0.8          0.3          0.9          0.8          0.3  Unqualified          0.5          0.5          0.8          0.3  Unqualified  Unqualified  Unqualified          0.2  Unqualified          0.9          0.7          0.3          0.5  Unqualified  Unqualified          0.7          0.8          0.3          0.5          0.1          0.1  Unqualified  Unqualified  Unqualified          0.2          0.9  Unqualified            0          0.7          0.6  Unqualified            1          0.4          0.6           0.2          0.7          0.6          0.7          0.1          0.8          0.9          0.4            0  Unqualified          0.4          0.5  Unqualified          0.8          0.5  Unqualified          0.5  Unqualified          0.8          0.6          0.5          0.1  Unqualified          0.7  Unqualified          0.2          0.1  Unqualified          0.5          0.1          0.1          0.4          0.6          0.5          0.5          0.1  Unqualified          0.1  Unqualified          0.6          0.3          0.3          0.1  Unqualified          0.5          0.1            0          0.7          0.6          0.2  Unqualified  Unqualified  Unqualified          0.4          0.2          0.1          0.7          0.8          0.2  Unqualified            0  Unqualified          0.5          0.6          0.9  Unqualified          0.5            0          0.4          0.6          0.4          0.9          0.1          0.1          0.5          0.8          0.4
 course7        5           0.4          0.6  Unqualified          0.6          0.1            0          0.3  Unqualified  Unqualified          0.3          0.9          0.2          0.9  Unqualified          0.3          0.4          0.9  Unqualified          0.9  Unqualified          0.3          0.2          0.1          0.3          0.1          0.3           0.2          0.1          0.4          0.9          0.1  Unqualified          0.2          0.1          0.2          0.2          0.7          0.4  Unqualified          0.5  Unqualified          0.8          0.6  Unqualified          0.7          0.4          0.9          0.5           0.3  Unqualified          0.7          0.7          0.7          0.7          0.5  Unqualified          0.6          0.4          0.4          0.9          0.2          0.5            1          0.5            0          0.5          0.1  Unqualified          0.7          0.1          0.4          0.1          0.8            0            0          0.4  Unqualified  Unqualified          0.5          0.9            1          0.2          0.8          0.4          0.9  Unqualified          0.8          0.2  Unqualified  Unqualified          0.7  Unqualified          0.2          0.2          0.6            1          0.3          0.8          0.9          0.5          0.4          0.7  Unqualified          0.7          0.8          0.8          0.5          0.1          0.7          0.1          0.9            1          0.9          0.2          0.7          0.7          0.8          0.8          0.8          0.2          0.1          0.3          0.8           0.1          0.4          0.6            0          0.6  Unqualified  Unqualified          0.5  Unqualified            0          0.2  Unqualified          0.7          0.4  Unqualified          0.6          0.5          0.4  Unqualified          0.4          0.3            1          0.6  Unqualified          0.4          0.5          0.4  Unqualified          0.8          0.4          0.4          0.2          0.7  Unqualified          0.1            0  Unqualified          0.4          0.5          0.3            0          0.1  Unqualified          0.3  Unqualified          0.6          0.8  Unqualified          0.2          0.8          0.9          0.5            0          0.5          0.6          0.1            0            0  Unqualified            0          0.1          0.6          0.7          0.5          0.5            0          0.7          0.1          0.6          0.4          0.9          0.1          0.2          0.2          0.1          0.2  Unqualified
 course8        4           1.0  Unqualified  Unqualified          0.2          0.4  Unqualified  Unqualified          0.8          0.4          0.1          0.1          0.7            1          0.6          0.1          0.1            1  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.2          0.6          0.7          0.6           0.8          0.6          0.8          0.8          0.5          0.3          0.9  Unqualified          0.5          0.3          0.4            1          0.9          0.6          0.3          0.1          0.4  Unqualified          0.1          0.4          0.5          0.9           0.6          0.7          0.3  Unqualified          0.2  Unqualified          0.4          0.3          0.2          0.6          0.2            0          0.6          0.3          0.2  Unqualified          0.8          0.7          0.6          0.9          0.1          0.2          0.7          0.2          0.1  Unqualified          0.2  Unqualified  Unqualified          0.4          0.9  Unqualified  Unqualified          0.7          0.7          0.9          0.7          0.6  Unqualified          0.1          0.8          0.2          0.1  Unqualified          0.6  Unqualified  Unqualified          0.8          0.5          0.6          0.4          0.6          0.5          0.1          0.9          0.7          0.9  Unqualified          0.1          0.4          0.8  Unqualified          0.1          0.8  Unqualified          0.3          0.4          0.3          0.7          0.3          0.8  Unqualified  Unqualified          0.2  Unqualified           0.4            1  Unqualified          0.3          0.9          0.6          0.9          0.4            0          0.4          0.6  Unqualified          0.6          0.4          0.1          0.9          0.3  Unqualified          0.2          0.2          0.8          0.4          0.5          0.8          0.4          0.9  Unqualified          0.5  Unqualified          0.7  Unqualified          0.7          0.7          0.2          0.3          0.7  Unqualified          0.5          0.1  Unqualified  Unqualified  Unqualified          0.7            1          0.3          0.9  Unqualified          0.5          0.7  Unqualified          0.4  Unqualified          0.9  Unqualified  Unqualified  Unqualified  Unqualified          0.4            1          0.6            1          0.6          0.6          0.3          0.1          0.9          0.3          0.8          0.4          0.3  Unqualified          0.4            0          0.8          0.9          0.5          0.7
 course9        1           0.4          0.4  Unqualified          0.6          0.3          0.4          0.3  Unqualified          0.5          0.2  Unqualified            0          0.8          0.3          0.8          0.2  Unqualified          0.4          0.7  Unqualified          0.1          0.4          0.3  Unqualified          0.9          0.3           0.1  Unqualified            1          0.1          0.9          0.5          0.5          0.7  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified          0.4  Unqualified          0.9          0.5          0.7          0.5          0.2  Unqualified           0.8          0.4  Unqualified          0.9          0.9          0.9            1          0.2          0.7          0.1  Unqualified          0.5          0.7  Unqualified  Unqualified          0.1          0.7          0.7            0  Unqualified          0.8  Unqualified  Unqualified          0.4  Unqualified          0.1            0          0.7          0.2          0.7          0.9          0.9  Unqualified  Unqualified          0.2  Unqualified  Unqualified          0.4  Unqualified          0.1          0.7          0.7          0.2          0.5          0.7          0.1  Unqualified          0.1          0.9          0.4  Unqualified          0.7          0.4          0.7          0.6          0.9          0.3          0.9          0.6          0.1          0.8          0.2          0.1          0.9          0.4            1            1  Unqualified          0.9  Unqualified          0.9          0.4          0.2          0.4          0.8           0.7  Unqualified          0.6  Unqualified          0.7          0.6          0.7  Unqualified          0.4          0.8          0.6            1  Unqualified          0.7  Unqualified          0.4  Unqualified          0.8          0.1          0.1          0.6          0.9          0.2          0.1          0.1          0.6          0.6          0.8          0.1  Unqualified          0.3          0.2            0          0.3  Unqualified          0.9            0  Unqualified            0          0.1          0.1          0.3          0.7          0.2          0.9          0.4          0.1          0.4          0.7            0          0.7          0.2          0.2          0.1          0.9            0          0.5          0.3          0.2  Unqualified          0.2          0.5          0.3            1          0.3          0.5          0.6            1  Unqualified          0.5          0.1            1          0.9  Unqualified          0.3            1  Unqualified
course10        1           0.2          0.7          0.5          0.8  Unqualified          0.9          0.9          0.1          0.2          0.8  Unqualified          0.2          0.4          0.4            1          0.6          0.6          0.7          0.7  Unqualified          0.9          0.8  Unqualified  Unqualified          0.8          0.9           0.8          0.2          0.1          0.9          0.5          0.4          0.6  Unqualified            1          0.3          0.4          0.2          0.9          0.7          0.1          0.3          0.3          0.5          0.1          0.2          0.4  Unqualified           0.2          0.3            0          0.6          0.1  Unqualified          0.8          0.6  Unqualified            1          0.5  Unqualified          0.4          0.4          0.3          0.9          0.8          0.2          0.5  Unqualified  Unqualified          0.5  Unqualified          0.6  Unqualified          0.9            1          0.7          0.4          0.7          0.2          0.5          0.8            0  Unqualified          0.4          0.4          0.4          0.9          0.1          0.2          0.6          0.4          0.3          0.9  Unqualified          0.4  Unqualified          0.5            1          0.8          0.6          0.2          0.2          0.2          0.6          0.8          0.7  Unqualified          0.4          0.6  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.1  Unqualified          0.2          0.8  Unqualified          0.3          0.8          0.3          0.6           0.6          0.5          0.8          0.4          0.1          0.1            1          0.1          0.1            0          0.8          0.8          0.4          0.8          0.7          0.4          0.2          0.4          0.6          0.2          0.5          0.6          0.2  Unqualified  Unqualified            0          0.5          0.5          0.2  Unqualified          0.3          0.7          0.8          0.3          0.9          0.1          0.1          0.7          0.4          0.5          0.1  Unqualified          0.6          0.4  Unqualified          0.3          0.7            1          0.3          0.6          0.5          0.5          0.3          0.8          0.8  Unqualified          0.9          0.8          0.2          0.7  Unqualified            0          0.9          0.7          0.3  Unqualified  Unqualified          0.8          0.9          0.3          0.1          0.7          0.2          0.3          0.1          0.9          0.2
course11        2           0.6          0.8          0.6          0.3          0.8          0.8  Unqualified          0.8          0.9  Unqualified          0.2          0.1          0.9          0.2  Unqualified          0.3          0.4  Unqualified          0.4          0.8          0.2          0.7          0.3  Unqualified            1          0.8           0.9          0.7  Unqualified  Unqualified          0.1          0.6            0          0.4          0.2  Unqualified          0.1            1          0.9          0.7          0.9          0.6          0.3          0.8          0.2  Unqualified          0.4  Unqualified           1.0          0.1          0.9  Unqualified            0          0.2          0.7          0.6          0.3          0.6          0.2            0  Unqualified          0.1          0.1          0.2          0.9          0.8            0  Unqualified          0.7          0.9          0.5          0.6  Unqualified          0.5          0.1  Unqualified  Unqualified            1          0.6  Unqualified          0.9          0.6  Unqualified  Unqualified  Unqualified          0.6  Unqualified          0.4          0.5          0.1          0.4          0.3          0.4  Unqualified            1          0.7          0.9          0.5          0.6          1.0          0.8          0.2          0.5            0          0.4          0.6          0.2  Unqualified          0.8          0.8          0.1          0.7          0.4          0.5  Unqualified          0.9  Unqualified          0.5          0.3          0.7          0.2          0.2          0.6           0.8          0.2          0.8          0.3  Unqualified          0.9          0.2  Unqualified          0.7          0.5          0.1          0.8  Unqualified          0.9          0.3          0.1          0.6            0          0.3          0.3          0.2          0.1          0.2          0.1          0.8          0.3            0          0.2          0.3          0.9          0.9          0.5          0.4          0.4  Unqualified          0.8          0.3          0.8          0.8          0.7          0.2          0.6  Unqualified          0.8          0.7          0.5            0  Unqualified  Unqualified          0.9          0.3  Unqualified          0.8          0.3  Unqualified          0.5          0.2          0.3          0.5  Unqualified          0.1          0.7          0.9          0.4          0.2          0.5            1          0.8          0.2          0.3  Unqualified          0.5          0.5  Unqualified  Unqualified          0.2          0.3
course12        2           0.3          0.8          0.9  Unqualified          0.9  Unqualified          0.9          0.5          0.3  Unqualified  Unqualified          0.5          0.4  Unqualified          0.2          0.6          0.5            0          0.4          0.4  Unqualified  Unqualified          0.1            1            1  Unqualified           0.3          0.7          0.4          0.3  Unqualified          0.7          0.3          0.3          0.9          0.6  Unqualified            0          0.6          0.9  Unqualified  Unqualified            1          0.1          0.3          0.2          0.1  Unqualified           0.8          0.5          0.5          0.7          0.2          0.6          0.1          0.1          0.3  Unqualified          0.9          0.2          0.5  Unqualified          0.3          0.1          0.1  Unqualified          0.3          0.6          0.5  Unqualified          0.6          0.4  Unqualified  Unqualified          0.1            0          0.2          0.2  Unqualified          0.8          0.9          0.7          0.3          0.6          0.1  Unqualified            0          0.6          0.6          0.7  Unqualified          0.4          0.6            1  Unqualified          0.5          0.3          0.2          0.8          0.4          0.1  Unqualified            0          0.6  Unqualified          0.3          0.6          0.5  Unqualified          0.1  Unqualified          0.7  Unqualified          0.8          0.9          0.5  Unqualified          0.8          0.5            0          0.1  Unqualified          0.9           0.5          0.8          0.4          0.2          0.8          0.8          0.4  Unqualified          0.3          0.8          1.0  Unqualified          0.5          0.9          0.5          0.9          0.7          0.7            1  Unqualified  Unqualified          0.7  Unqualified          0.2          0.1  Unqualified          0.4  Unqualified  Unqualified            1          0.5          0.8          0.2          0.7          0.5          0.2          0.6          0.4          0.5            0          0.6          0.5  Unqualified          0.3          0.2          0.9          0.4          0.4  Unqualified          0.5  Unqualified          0.2          0.1            0          0.8          0.7          0.3          0.3  Unqualified            1          0.6          0.6          0.9          0.3          0.2  Unqualified            0          0.4  Unqualified          0.4          0.4          0.4          0.7  Unqualified  Unqualified          0.8          0.1
course13        4           0.4          0.8          0.9          0.6          0.9          0.8          0.3  Unqualified  Unqualified          0.3          0.6          0.5          0.6  Unqualified            1          0.4          0.3  Unqualified  Unqualified          0.5          0.8  Unqualified  Unqualified            0          0.4          0.2           0.9          0.8  Unqualified  Unqualified            0          0.2          0.4  Unqualified          0.2          0.5          0.4            1  Unqualified          0.2          0.1          0.3  Unqualified  Unqualified          0.9          0.1          0.0  Unqualified           1.0          0.2          0.4          0.7          0.7            1  Unqualified          0.6          0.6          0.7            0          0.4  Unqualified  Unqualified          0.5  Unqualified          0.8  Unqualified          0.6          0.4  Unqualified          0.4          0.3          0.1          0.8          0.4          0.2          0.1          0.4          0.9  Unqualified  Unqualified          0.5          0.9  Unqualified  Unqualified  Unqualified          0.8          0.1  Unqualified  Unqualified          0.6  Unqualified          0.7  Unqualified          0.5          0.4            0  Unqualified          0.9          0.1          0.4          0.6          0.9  Unqualified          0.5          0.5  Unqualified  Unqualified          0.7          0.9  Unqualified          0.5          0.4          0.4          0.1          0.7          0.2          0.4  Unqualified          0.7          0.8  Unqualified          0.2          0.8           0.6          0.2          0.5          0.6          0.4  Unqualified            1            0          0.4          0.7          0.1          0.9  Unqualified  Unqualified          0.8          0.7  Unqualified  Unqualified          0.4          0.1  Unqualified          0.9          0.2  Unqualified          0.7          0.5            1          0.8          0.4          0.9          0.9          0.1          0.9  Unqualified          0.7          0.5          0.8          0.1  Unqualified          0.3          0.6          0.3  Unqualified  Unqualified  Unqualified          0.4          0.7          0.2          0.8          0.4          0.6          0.9  Unqualified          0.4  Unqualified          0.6  Unqualified          0.3          0.5          0.5          0.9          0.2          0.8          0.3          0.5          0.7          0.9  Unqualified  Unqualified  Unqualified          0.5  Unqualified          0.4          0.7          0.2  Unqualified  Unqualified
