candidates preference to courses:
candidate      course2      course7      course3     course19     course16     course22     course18     course15      course8      course6      course1     course24     course14      course9      course5     course20     course13      course0     course21     course17      course4     course11     course23     course12     course10
candidate462  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified            0  Unqualified          0.2  Unqualified  Unqualified          0.3          0.2  Unqualified          0.5          0.4  Unqualified  Unqualified  Unqualified  Unqualified          0.5          0.9  Unqualified          0.1          0.8
candidate463          0.3          0.9  Unqualified  Unqualified          0.8            1  Unqualified  Unqualified  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified          0.8  Unqualified          0.7          0.8  Unqualified  Unqualified  Unqualified          0.1          0.6  Unqualified          0.1
candidate464          0.7          0.2          0.6  Unqualified          0.6            0          0.1  Unqualified  Unqualified          0.9  Unqualified  Unqualified          0.2          0.9  Unqualified  Unqualified  Unqualified          0.1  Unqualified  Unqualified          0.2          0.1  Unqualified            1          0.8
candidate465  Unqualified  Unqualified  Unqualified          0.5  Unqualified          0.9          0.3          0.4  Unqualified  Unqualified  Unqualified          0.5          0.3          0.4          0.8  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified
candidate466  Unqualified          0.9            1          0.6          0.5          0.1          0.6          0.4  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified          0.2            1          0.2          0.5  Unqualified          0.6          0.4  Unqualified  Unqualified  Unqualified          0.6
candidate467          0.3  Unqualified  Unqualified  Unqualified          0.2          0.3  Unqualified  Unqualified  Unqualified          0.5          0.2          0.2  Unqualified          0.2          0.4  Unqualified          0.9          0.7  Unqualified          0.6  Unqualified  Unqualified          0.2          0.1  Unqualified
candidate468  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.9          0.9          0.8          0.2          0.7          0.5  Unqualified          0.8          0.8          0.8          0.5  Unqualified          0.8  Unqualified          0.6          0.7  Unqualified          0.4  Unqualified
candidate469          0.2  Unqualified  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.1  Unqualified          0.8  Unqualified          0.6  Unqualified          0.8          0.1          0.8          0.1  Unqualified  Unqualified            1          0.6  Unqualified
candidate470          0.9          0.5          0.9          0.1  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.3  Unqualified          0.9          0.7  Unqualified          0.2          0.3          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified          0.7
candidate471          0.8          0.8          0.8  Unqualified          0.2  Unqualified  Unqualified          0.8          0.6          0.4  Unqualified  Unqualified  Unqualified          0.9          0.3          0.8  Unqualified  Unqualified          0.6  Unqualified          0.9            1  Unqualified          0.6          0.3
candidate472  Unqualified  Unqualified  Unqualified  Unqualified          0.6  Unqualified          0.5          0.9          0.8  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.2  Unqualified          0.3          0.9          0.1          0.3          0.1          0.1          0.9          0.9
candidate473          0.7          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.8          0.2  Unqualified          0.5  Unqualified  Unqualified          0.9  Unqualified          0.9          0.9  Unqualified  Unqualified          0.9  Unqualified          0.1  Unqualified          0.6          0.2          0.2
candidate474          0.3  Unqualified          0.5  Unqualified          0.2          0.5          0.9  Unqualified          0.8  Unqualified  Unqualified  Unqualified          0.4          0.9          0.5          0.8          0.8          0.5            1          0.4  Unqualified          0.3          0.3          0.7  Unqualified
candidate475  Unqualified  Unqualified  Unqualified          0.6          0.4  Unqualified  Unqualified  Unqualified  Unqualified          0.3          0.6            1  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.5          0.9          0.3  Unqualified          0.2  Unqualified  Unqualified  Unqualified
candidate476  Unqualified  Unqualified          0.4          0.1          0.5          0.5          0.3          0.3  Unqualified          0.8          0.7          0.4  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2            1  Unqualified  Unqualified  Unqualified          0.8          0.2          0.6
candidate477          0.9  Unqualified  Unqualified          0.9  Unqualified  Unqualified          0.7  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified            0          0.2  Unqualified  Unqualified  Unqualified          0.8            0          0.4  Unqualified          0.7          0.1
candidate478  Unqualified  Unqualified          0.5  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified          0.4          0.8          0.4  Unqualified          0.7  Unqualified  Unqualified          0.2  Unqualified            1  Unqualified          0.8  Unqualified            0
candidate479          0.9  Unqualified  Unqualified          0.4  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified          0.2          0.9          0.4  Unqualified  Unqualified            1  Unqualified  Unqualified  Unqualified  Unqualified          0.9
candidate480  Unqualified          0.2          0.2  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.6  Unqualified          0.1  Unqualified            1          0.5          0.9  Unqualified          0.6          0.4            1          0.2  Unqualified
candidate481  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.8            0            1  Unqualified          0.7          0.5  Unqualified  Unqualified          0.2          0.4          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.8  Unqualified          0.5          0.8  Unqualified
candidate482  Unqualified            0  Unqualified          0.2  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.7          0.9  Unqualified          0.6  Unqualified  Unqualified          0.7          0.4  Unqualified  Unqualified  Unqualified          0.2  Unqualified  Unqualified
candidate483  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.5          0.8          0.1  Unqualified  Unqualified          0.9  Unqualified  Unqualified            0  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified            1          0.8  Unqualified
candidate484  Unqualified          0.1          0.9          0.6  Unqualified          0.2  Unqualified          0.1  Unqualified          0.6  Unqualified          0.3          0.8          0.8  Unqualified          0.1  Unqualified          0.5          0.3  Unqualified  Unqualified          0.7          0.2          0.7  Unqualified
candidate485  Unqualified          0.9          0.6          0.3            1          0.9  Unqualified            0  Unqualified  Unqualified  Unqualified          0.9          0.7          0.5  Unqualified  Unqualified  Unqualified          0.4          0.8  Unqualified  Unqualified  Unqualified          0.6          0.5  Unqualified
candidate486          0.8          0.7  Unqualified  Unqualified          0.8          0.2  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified          0.8  Unqualified          0.5  Unqualified          0.2          0.7  Unqualified          0.9          0.5  Unqualified          0.1  Unqualified
candidate487          0.8  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.7          0.6  Unqualified  Unqualified          0.4          0.4  Unqualified          0.5  Unqualified  Unqualified          0.3          0.7            1          0.3  Unqualified          0.4  Unqualified  Unqualified
candidate488  Unqualified  Unqualified  Unqualified  Unqualified          0.3          0.2  Unqualified  Unqualified  Unqualified            1          0.5  Unqualified          0.5  Unqualified  Unqualified            1          0.7          0.7          0.2          0.6  Unqualified          0.6          0.4          0.9  Unqualified
candidate489          0.2  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified          0.1          0.2  Unqualified          0.4  Unqualified          0.2          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified
candidate490          0.5          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.4          0.7  Unqualified          0.9  Unqualified          0.9  Unqualified          0.3          0.3  Unqualified          0.8
candidate491  Unqualified          0.5  Unqualified          0.2          0.6          0.5          0.9          0.9  Unqualified          0.4          0.7          0.5  Unqualified          0.8  Unqualified          0.1          0.1            1  Unqualified  Unqualified          0.1            1          0.9  Unqualified          0.7
candidate492  Unqualified          0.9          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified          0.5          0.6  Unqualified  Unqualified  Unqualified          0.5  Unqualified
candidate493          0.4  Unqualified  Unqualified          0.3  Unqualified          0.8          0.2  Unqualified          0.1          0.6            1  Unqualified  Unqualified          0.2          0.3            0  Unqualified          0.7          0.7  Unqualified  Unqualified  Unqualified          0.2          0.4  Unqualified
candidate494  Unqualified  Unqualified          0.6  Unqualified          0.3  Unqualified  Unqualified  Unqualified            0  Unqualified          0.7  Unqualified  Unqualified  Unqualified          0.2          0.5          0.3          0.5  Unqualified          0.8          0.1  Unqualified          0.6          0.3  Unqualified
candidate495          0.7  Unqualified  Unqualified  Unqualified  Unqualified          0.6  Unqualified          0.3  Unqualified          0.7          0.6  Unqualified  Unqualified          0.9  Unqualified            0          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.8          0.9          0.8
candidate496  Unqualified          0.6  Unqualified          0.8          0.5          0.2          0.9  Unqualified  Unqualified  Unqualified          0.2  Unqualified  Unqualified          0.2          0.9          0.8          0.3          0.4          0.8  Unqualified          0.4          0.5          0.6          0.1  Unqualified
candidate497          0.2          0.2          0.1          0.5  Unqualified  Unqualified          0.5  Unqualified  Unqualified          0.5  Unqualified          0.5          0.9  Unqualified          0.3  Unqualified  Unqualified          0.3          0.5          0.3          0.5  Unqualified  Unqualified          0.5  Unqualified
candidate498            0  Unqualified          0.5          0.6            1  Unqualified  Unqualified          0.3  Unqualified          0.7          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.3          0.4          0.2          0.5          0.5  Unqualified          0.9  Unqualified
candidate499          0.8  Unqualified  Unqualified          0.7          0.9          0.1          0.4  Unqualified          0.3  Unqualified          0.9  Unqualified  Unqualified          0.9  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.1          0.3  Unqualified          0.1          0.5          0.6
candidate500  Unqualified  Unqualified          0.9  Unqualified          0.9          0.5          0.5          0.9          0.6  Unqualified          0.4  Unqualified            0  Unqualified          0.5  Unqualified  Unqualified          0.9          0.6          0.8  Unqualified          0.2  Unqualified  Unqualified          0.7
candidate501            1  Unqualified  Unqualified          0.8          0.7  Unqualified          0.3          0.5          0.7  Unqualified          0.3          0.5  Unqualified          0.6          0.9          0.9  Unqualified          0.3  Unqualified  Unqualified          0.8  Unqualified  Unqualified  Unqualified          0.9
candidate502  Unqualified          0.6          0.4          0.8  Unqualified          0.7  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.2          0.2  Unqualified  Unqualified          0.2  Unqualified  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified          0.5  Unqualified
candidate503  Unqualified  Unqualified  Unqualified          0.6          0.8          0.6          0.4          0.9  Unqualified  Unqualified          0.3          0.1          0.3          0.2          0.1          0.8          0.2  Unqualified  Unqualified          0.7  Unqualified          0.8          0.9          0.1          0.6
candidate504          0.5          0.7          0.7          0.6  Unqualified          0.3  Unqualified          0.6          0.9  Unqualified            0  Unqualified          0.2  Unqualified  Unqualified          0.9  Unqualified            0  Unqualified          0.7  Unqualified  Unqualified          0.1  Unqualified            0
candidate505  Unqualified          0.8          0.4          0.6  Unqualified          0.8  Unqualified  Unqualified          0.5          0.1          0.2          0.3  Unqualified  Unqualified          0.9          0.5          0.4          0.2  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified          0.1
candidate506  Unqualified          0.4  Unqualified          0.2          0.9          0.6  Unqualified            1  Unqualified  Unqualified          0.8          0.7          0.6          0.8  Unqualified          0.1  Unqualified            1  Unqualified          0.4          0.3  Unqualified            1  Unqualified            0
candidate507          0.2  Unqualified          0.6          0.7  Unqualified          0.4          0.7          0.5          0.8          0.1          0.3  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified          0.7          0.2          0.8          0.8          0.6
candidate508          0.1          0.5  Unqualified          0.2          0.3          0.8          0.1          0.6  Unqualified  Unqualified          0.9          0.7  Unqualified          0.9  Unqualified            1  Unqualified          0.4  Unqualified          0.6  Unqualified          0.1          0.6          0.7  Unqualified
candidate509  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified          0.2          0.3          0.4  Unqualified  Unqualified          0.3            0          0.5          0.2          0.5  Unqualified  Unqualified          0.7          0.5          0.6  Unqualified
candidate510          0.9          0.8  Unqualified  Unqualified  Unqualified          0.4          0.5          0.9  Unqualified  Unqualified          0.2  Unqualified          0.4          0.6  Unqualified          0.8          0.8  Unqualified  Unqualified          0.3          0.8          0.9          0.1  Unqualified          0.2
candidate511          0.7  Unqualified          0.1          0.3          0.2          0.1  Unqualified            0          0.5            0  Unqualified          0.7  Unqualified  Unqualified  Unqualified          0.5          0.2  Unqualified          0.1          0.3  Unqualified  Unqualified          0.6  Unqualified          0.1
candidate512          0.6  Unqualified  Unqualified          0.6  Unqualified          0.7  Unqualified          0.6  Unqualified  Unqualified  Unqualified          0.7          0.4  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified          0.8
candidate513          0.3          0.3  Unqualified          0.6  Unqualified  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified          0.2          0.9  Unqualified          0.8  Unqualified          0.9          0.5  Unqualified          0.5  Unqualified          0.7            1          0.4            1
candidate514  Unqualified  Unqualified  Unqualified          0.7          0.1  Unqualified          0.2            0  Unqualified          0.7  Unqualified          0.7          0.5          0.7  Unqualified  Unqualified          0.4  Unqualified          0.8          0.1          0.2          0.7  Unqualified          0.3          0.9
candidate515          0.7            0          0.9          0.8            0          0.5  Unqualified          0.9  Unqualified          0.8  Unqualified  Unqualified          0.7  Unqualified  Unqualified          0.7          0.6            0  Unqualified            1          0.6          0.5  Unqualified            0  Unqualified
candidate516  Unqualified            0  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified            1  Unqualified  Unqualified  Unqualified            0  Unqualified          0.9  Unqualified          0.1          0.2  Unqualified  Unqualified          0.8  Unqualified  Unqualified          0.5            0
candidate517  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.1          0.4          0.3          0.2          0.7  Unqualified  Unqualified          0.6  Unqualified  Unqualified          0.2          0.9          0.7          0.5          0.7  Unqualified          0.3  Unqualified
candidate518  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4  Unqualified          0.5          0.9  Unqualified  Unqualified  Unqualified          0.9          0.1  Unqualified  Unqualified  Unqualified          0.7  Unqualified          0.3  Unqualified
candidate519  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.5  Unqualified          0.2  Unqualified            1  Unqualified  Unqualified
candidate520  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.2          0.8  Unqualified          0.5  Unqualified          0.2  Unqualified  Unqualified          0.4          0.7
candidate521  Unqualified          0.5          0.9  Unqualified            1          0.5  Unqualified  Unqualified          0.2  Unqualified  Unqualified          0.2  Unqualified          0.6            1  Unqualified            0  Unqualified          0.6          0.1  Unqualified  Unqualified          0.9  Unqualified          0.8
candidate522  Unqualified            1  Unqualified          0.3  Unqualified          0.1  Unqualified  Unqualified          0.4  Unqualified          0.3  Unqualified          0.3  Unqualified          0.2          0.9  Unqualified          0.5  Unqualified          0.5          0.6  Unqualified          0.7          0.3          0.5
candidate523          0.8  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7            1  Unqualified          0.9          0.8  Unqualified  Unqualified          0.9          0.4          0.8  Unqualified          0.5          0.3  Unqualified  Unqualified
candidate524          0.3          0.4          0.1  Unqualified  Unqualified          0.7            0          0.2  Unqualified          0.9  Unqualified          0.3          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.7          0.9  Unqualified
candidate525          0.6          0.4  Unqualified  Unqualified          0.8          0.2  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified          0.8          0.3  Unqualified            1          0.7  Unqualified  Unqualified          0.3          0.1
candidate526  Unqualified          0.9          0.9  Unqualified          0.5          0.8  Unqualified          0.5          0.6          0.6  Unqualified          0.3          0.7            0  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.4  Unqualified  Unqualified          0.3            1  Unqualified
candidate527  Unqualified  Unqualified            0          0.3  Unqualified          0.8  Unqualified  Unqualified  Unqualified          0.2  Unqualified  Unqualified          0.9  Unqualified          0.7          0.7            0  Unqualified  Unqualified          0.6  Unqualified          0.5  Unqualified          0.3          0.2
candidate528          0.2  Unqualified  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified          0.3          0.9          0.1          0.1  Unqualified  Unqualified          0.5  Unqualified  Unqualified          0.3          0.9
candidate529  Unqualified  Unqualified  Unqualified          0.7          0.8          0.8  Unqualified  Unqualified  Unqualified  Unqualified            1  Unqualified  Unqualified  Unqualified  Unqualified          0.2          0.3          0.7  Unqualified          0.2          0.9          0.8  Unqualified  Unqualified          0.8
candidate530            0  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.1          0.8  Unqualified          0.5  Unqualified            1          0.5          0.5  Unqualified          0.4          0.9          0.3          0.7  Unqualified          0.2  Unqualified  Unqualified          0.8  Unqualified
candidate531  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.6          0.9          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2            0          0.3          0.1          0.8  Unqualified  Unqualified          0.7  Unqualified          0.4          0.6
candidate532          0.3  Unqualified  Unqualified  Unqualified            0          0.9  Unqualified  Unqualified          0.8          0.9  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.1          0.7  Unqualified  Unqualified  Unqualified          0.2          0.9  Unqualified  Unqualified          0.4
candidate533          0.8          0.8          0.5  Unqualified          0.3          0.6  Unqualified          0.4          0.4  Unqualified  Unqualified            1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.1  Unqualified            1  Unqualified          0.1          0.6  Unqualified  Unqualified
candidate534          0.2          0.7          0.5  Unqualified  Unqualified  Unqualified          0.9          0.6  Unqualified  Unqualified  Unqualified  Unqualified          0.5          0.5            0  Unqualified  Unqualified  Unqualified          0.4          0.3          0.1  Unqualified          0.2  Unqualified          0.6
candidate535          0.4          0.6  Unqualified  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.6  Unqualified          0.1          0.6  Unqualified  Unqualified          0.1  Unqualified          0.8          0.9          0.6          0.2
candidate536          0.2  Unqualified          0.1  Unqualified  Unqualified          0.5          0.5          0.3          0.6          0.4  Unqualified          0.3          0.5          0.6          0.8          0.6  Unqualified          0.8          0.2          0.4  Unqualified  Unqualified          0.3          0.8  Unqualified
candidate537            1          0.9  Unqualified          0.2          0.8  Unqualified            1          0.4  Unqualified          0.5  Unqualified          0.9  Unqualified          0.4  Unqualified            1  Unqualified          0.9            0          0.1            1  Unqualified  Unqualified          0.1          0.1
candidate538          0.2          0.4  Unqualified  Unqualified  Unqualified          0.9          0.1  Unqualified          0.4          0.3          0.1  Unqualified  Unqualified  Unqualified  Unqualified          0.6          0.6          0.5  Unqualified          0.5            0          0.7          0.5  Unqualified  Unqualified
candidate539          0.3  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified            0  Unqualified  Unqualified  Unqualified            1          0.6          0.2          0.4  Unqualified          0.3  Unqualified          0.7            0  Unqualified  Unqualified  Unqualified
candidate540          0.9          0.9  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified          0.2  Unqualified          0.5          0.8  Unqualified  Unqualified          0.7          0.1          0.4  Unqualified  Unqualified          0.7  Unqualified          0.6          0.5  Unqualified  Unqualified
candidate541  Unqualified          0.6          0.3  Unqualified  Unqualified          0.5          0.5          0.5          0.2            0            1          0.7          0.2          0.2  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.6  Unqualified
candidate542            1            1          0.1  Unqualified  Unqualified          0.7  Unqualified          0.7          0.4  Unqualified          0.2            0          0.8          0.8  Unqualified  Unqualified          0.5          0.6          0.4  Unqualified          0.4          0.7  Unqualified  Unqualified          0.2
candidate543  Unqualified          0.5  Unqualified          0.6  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.9            0          0.8  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified            0  Unqualified  Unqualified  Unqualified  Unqualified
candidate544          0.9          0.4            0  Unqualified          0.6          0.9  Unqualified          0.4          0.9  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.7  Unqualified          0.6  Unqualified  Unqualified          0.1  Unqualified          0.7  Unqualified          0.1          0.8
candidate545  Unqualified          0.6          0.9  Unqualified          0.4          0.6          0.5          0.4          0.8          0.4  Unqualified  Unqualified          0.1          0.3          0.8          0.8  Unqualified  Unqualified  Unqualified          0.5          0.2          0.8  Unqualified          0.3  Unqualified
candidate546          0.2          0.6  Unqualified          0.1          0.3          0.9  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified          0.1  Unqualified          0.1  Unqualified  Unqualified          0.3          0.8  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified
candidate547          0.5          0.9  Unqualified  Unqualified          0.3          0.8  Unqualified            0          0.8            0  Unqualified  Unqualified          0.7          0.5          0.8  Unqualified            1            0          0.3  Unqualified  Unqualified          0.6          0.8          0.1          0.4
candidate548          0.7  Unqualified          0.2          0.8          0.8  Unqualified  Unqualified          0.8          0.5          0.9  Unqualified          0.6  Unqualified  Unqualified          0.1  Unqualified  Unqualified          0.4            1  Unqualified  Unqualified          0.9  Unqualified          0.6  Unqualified
candidate549  Unqualified  Unqualified  Unqualified          0.3          0.8          0.6          0.4  Unqualified  Unqualified  Unqualified          0.1          0.6  Unqualified  Unqualified          0.1          0.3  Unqualified          0.5          0.4          0.5  Unqualified          0.6  Unqualified          0.5  Unqualified
candidate550  Unqualified  Unqualified  Unqualified          0.1          0.1  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.4  Unqualified
candidate551          0.2  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified          0.1  Unqualified  Unqualified          0.7  Unqualified          0.1          0.6          0.4  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.3  Unqualified  Unqualified          0.1
candidate552          0.5  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.7  Unqualified  Unqualified          0.2            0  Unqualified          0.4          0.2          0.8  Unqualified  Unqualified  Unqualified  Unqualified
candidate553  Unqualified          0.6  Unqualified          0.5  Unqualified          0.7  Unqualified          0.3          0.1  Unqualified  Unqualified          0.8          0.5  Unqualified  Unqualified          0.2            0  Unqualified  Unqualified  Unqualified          0.9          0.1          0.3          0.2  Unqualified
candidate554          0.7          0.1          0.3  Unqualified          0.4  Unqualified          0.1  Unqualified  Unqualified          0.1          0.1          0.8  Unqualified          0.8            0          0.9          0.4          0.4          0.7  Unqualified          0.4  Unqualified  Unqualified          0.3  Unqualified
candidate555          0.2          0.2  Unqualified  Unqualified          0.1          0.7          0.8  Unqualified  Unqualified          0.4          0.2          0.2          0.5          0.3  Unqualified          0.5  Unqualified          0.9          0.8  Unqualified  Unqualified          0.9          0.1          0.9  Unqualified
candidate556          0.6  Unqualified  Unqualified          0.2          0.5  Unqualified          0.1  Unqualified          0.2          0.2  Unqualified  Unqualified          0.9          0.1  Unqualified  Unqualified          0.7            0  Unqualified  Unqualified  Unqualified          0.1  Unqualified  Unqualified          0.9
candidate557  Unqualified          0.4  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.3          0.3          0.4          0.9  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified          0.1          0.8
candidate558          0.3  Unqualified          0.8          0.3          0.4          0.1          0.2            1          0.4  Unqualified  Unqualified  Unqualified  Unqualified          0.2          0.4  Unqualified          0.2  Unqualified  Unqualified  Unqualified          0.2          0.3          0.4          0.1            0
candidate559          0.6          0.9  Unqualified  Unqualified          0.5  Unqualified  Unqualified          0.6  Unqualified          0.8          0.6          0.3          0.8  Unqualified            1  Unqualified          0.3  Unqualified          0.3  Unqualified          0.1  Unqualified          0.7  Unqualified          0.4
candidate560          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.1          0.4          0.7  Unqualified          0.7          0.2  Unqualified  Unqualified          0.8  Unqualified  Unqualified          0.3          0.2  Unqualified            1  Unqualified          0.3          0.8  Unqualified
candidate561          0.4          0.5          0.5  Unqualified          0.5  Unqualified  Unqualified  Unqualified  Unqualified            0  Unqualified  Unqualified            0  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified          0.6
candidate562  Unqualified  Unqualified  Unqualified          0.1          0.5  Unqualified  Unqualified  Unqualified          0.2          0.9  Unqualified          0.9          0.3  Unqualified          0.3          0.4  Unqualified          0.8  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.7  Unqualified
candidate563  Unqualified          0.7          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.8          0.4  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.8          0.4          0.8  Unqualified  Unqualified  Unqualified          0.9          0.5  Unqualified  Unqualified          0.9
candidate564            0  Unqualified  Unqualified            0          0.4  Unqualified          0.2          0.5          0.9            1          0.3          0.9            1          0.4          0.8          0.3  Unqualified          0.7          0.6  Unqualified  Unqualified          0.5          0.6          0.2          0.8
candidate565            0  Unqualified          0.1          0.2  Unqualified  Unqualified          0.3  Unqualified          0.7          0.4  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified          0.9          0.9            1  Unqualified          0.4  Unqualified            1
candidate566          0.2  Unqualified          0.6  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.8          0.4          0.6  Unqualified  Unqualified  Unqualified            1  Unqualified  Unqualified          0.7  Unqualified          0.1          0.2          0.7  Unqualified
candidate567  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified          0.2  Unqualified          0.2          0.3          0.5  Unqualified  Unqualified          0.9          0.8  Unqualified  Unqualified          0.8  Unqualified          0.6          0.2            0  Unqualified          0.4
candidate568  Unqualified  Unqualified          0.8          0.6            1          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified            0  Unqualified  Unqualified            1          0.8          0.1          0.5          0.1  Unqualified  Unqualified          0.5  Unqualified          0.7
candidate569          0.2  Unqualified  Unqualified          0.5            1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.5
candidate570          0.2          0.4          0.4          0.2          0.3          0.6  Unqualified          0.1  Unqualified  Unqualified          0.8  Unqualified  Unqualified          0.4          0.1          0.4  Unqualified          0.3  Unqualified          0.1          0.2  Unqualified            0  Unqualified          0.8
