candidates preference to courses:
candidate      course2     course29      course7      course3     course19     course16     course22     course18     course15      course8      course6      course1     course28     course27     course24     course14      course9      course5     course20     course13     course26     course25      course0     course21     course17      course4     course11     course23     course12     course10
candidate443  Unqualified          0.5  Unqualified          0.4  Unqualified          0.8  Unqualified          0.8  Unqualified          0.6  Unqualified  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified          0.4  Unqualified  Unqualified          0.4  Unqualified
candidate444  Unqualified  Unqualified          0.1          0.3          0.1            0          0.7          0.5          0.7  Unqualified  Unqualified          0.7  Unqualified          0.6          0.9  Unqualified  Unqualified          0.7  Unqualified  Unqualified          0.1          0.9  Unqualified  Unqualified          0.7          0.3          0.6          0.5          0.9          0.8
candidate445  Unqualified          0.8  Unqualified  Unqualified  Unqualified          0.5  Unqualified          0.4          0.6  Unqualified  Unqualified  Unqualified          0.8  Unqualified  Unqualified          0.7          0.5          0.4          0.8          0.7  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified          0.9  Unqualified          0.6  Unqualified
candidate446            0  Unqualified  Unqualified          0.3          0.1          0.5          0.1          0.9          0.6          0.6          0.3  Unqualified          0.3          0.7          0.9            1          0.4          0.6          0.8          0.3  Unqualified          0.9          0.1  Unqualified          0.9          0.1  Unqualified  Unqualified  Unqualified          0.1
candidate447          0.2          0.9          0.8  Unqualified  Unqualified  Unqualified          0.9          0.2  Unqualified            1  Unqualified  Unqualified          0.3          0.1  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.5  Unqualified          0.2          0.5  Unqualified          0.3          0.3  Unqualified  Unqualified  Unqualified          0.6
candidate448          0.9          0.4  Unqualified          0.1          0.9          0.2  Unqualified  Unqualified  Unqualified          0.1          0.5          0.8            1          0.4  Unqualified          0.4          0.7  Unqualified  Unqualified          0.1            1          0.9          0.4          0.8  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified
candidate449          0.2  Unqualified          0.5  Unqualified          0.4          0.3  Unqualified  Unqualified          0.5          0.8  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified          0.2          0.1  Unqualified  Unqualified  Unqualified          0.7            1  Unqualified          0.4  Unqualified          0.4          0.5            0            1
candidate450          0.5          0.9  Unqualified  Unqualified  Unqualified          0.8  Unqualified  Unqualified          0.3            0  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified          0.5          0.3          0.7  Unqualified  Unqualified          0.9          0.6          0.4  Unqualified  Unqualified          0.4          0.1  Unqualified          0.8
candidate451          0.2  Unqualified  Unqualified          0.7          0.3  Unqualified  Unqualified          0.4  Unqualified          0.1  Unqualified  Unqualified  Unqualified          0.4  Unqualified          0.3  Unqualified          0.9          0.2          0.6          0.8          0.3          0.5  Unqualified          0.4  Unqualified            1  Unqualified          0.4  Unqualified
candidate452  Unqualified          0.6          0.9          0.7  Unqualified          0.2  Unqualified          0.7          0.4  Unqualified            0  Unqualified  Unqualified          0.9  Unqualified  Unqualified          0.5          0.6  Unqualified          0.4          0.4            0  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.6  Unqualified  Unqualified
candidate453          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.3          0.5            0          0.8          0.3            0          0.2          0.1  Unqualified  Unqualified  Unqualified          0.9          0.8  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.8          0.9  Unqualified  Unqualified  Unqualified
candidate454          0.2  Unqualified          0.3          0.3  Unqualified          0.5  Unqualified  Unqualified          0.9  Unqualified          0.5  Unqualified  Unqualified          0.4  Unqualified          0.2            0  Unqualified          0.2          0.8          0.8          0.8  Unqualified  Unqualified  Unqualified            1          0.7          0.5          0.1          0.2
candidate455  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified          0.1          0.3          0.9  Unqualified  Unqualified          0.6  Unqualified  Unqualified          0.7          0.9          0.5          0.3  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9
candidate456            0          0.5          0.4          0.1            0  Unqualified  Unqualified          0.9          0.7          0.5  Unqualified  Unqualified          0.8            1          0.4          0.6  Unqualified          0.3            1          0.9  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified            0          0.5
candidate457          0.1          0.5          0.1          0.6          0.8          0.3          0.9  Unqualified          0.9          0.8  Unqualified  Unqualified          0.5          0.5  Unqualified          0.9  Unqualified          0.3  Unqualified  Unqualified          0.9  Unqualified          0.1          0.5  Unqualified            1  Unqualified  Unqualified            1          0.9
candidate458  Unqualified  Unqualified          0.7  Unqualified          0.5  Unqualified          0.5          0.8  Unqualified  Unqualified  Unqualified  Unqualified          0.1          0.3          0.3          0.5          0.3          0.3          0.5  Unqualified          0.9          0.6          0.4  Unqualified            0  Unqualified  Unqualified          0.6          0.7          0.2
candidate459  Unqualified          0.1          0.4          0.9  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2          0.9  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.3          0.5          0.6  Unqualified  Unqualified          0.7            1            1          0.7  Unqualified  Unqualified          0.8
candidate460  Unqualified  Unqualified  Unqualified  Unqualified            1  Unqualified  Unqualified  Unqualified          0.9          0.2  Unqualified          0.9  Unqualified          0.8  Unqualified          0.3          0.9          0.2  Unqualified  Unqualified          0.1          0.8  Unqualified  Unqualified          0.6          0.9          0.6  Unqualified          0.9          0.5
candidate461          0.9          0.8          0.4          0.6  Unqualified          0.2          0.5          0.9  Unqualified          0.3          0.7          0.8          0.8          0.5  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified          0.2          0.1          0.5          0.7  Unqualified          0.6          0.7          0.6  Unqualified  Unqualified
candidate462  Unqualified  Unqualified  Unqualified          0.4          0.6  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4          0.5          0.6  Unqualified          0.8  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified          0.8
candidate463          0.3  Unqualified  Unqualified  Unqualified          0.9          0.2  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified            1          0.3          0.9          0.1  Unqualified  Unqualified          0.3            0          0.9          0.6          0.4          0.2  Unqualified          0.9            1  Unqualified  Unqualified
candidate464  Unqualified  Unqualified          0.5          0.5          0.6          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified          0.4          0.9          0.9  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4  Unqualified          0.5          0.2          0.2  Unqualified  Unqualified
candidate465          0.5          0.8          0.5  Unqualified            1          0.7  Unqualified          0.5  Unqualified  Unqualified          0.2  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified            1          0.4  Unqualified          0.1          0.5            1  Unqualified          0.9          0.5  Unqualified          0.3          0.1          0.8
candidate466          0.9          0.3  Unqualified  Unqualified  Unqualified          0.2          0.3  Unqualified          0.5          0.9          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.6          0.1          0.6  Unqualified          0.6          0.3          0.5  Unqualified          0.3  Unqualified          0.4  Unqualified  Unqualified          0.9          0.8
candidate467          0.2  Unqualified  Unqualified  Unqualified  Unqualified          0.5          0.2  Unqualified          0.7  Unqualified          0.4  Unqualified          0.3  Unqualified  Unqualified            1  Unqualified          0.3          0.9          0.7          0.7          0.8  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified  Unqualified
candidate468          0.2  Unqualified          0.1  Unqualified  Unqualified          0.6  Unqualified  Unqualified          0.8          0.3  Unqualified          0.4  Unqualified          0.6  Unqualified          0.3          0.8          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified  Unqualified          0.8          0.3
candidate469  Unqualified          0.5          0.7  Unqualified          0.2          0.1          0.4          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.3          0.5          0.7          0.4          0.8            1  Unqualified          0.4  Unqualified          0.9
candidate470          0.3          0.3  Unqualified  Unqualified          0.2  Unqualified          0.8          0.5          0.7          0.8  Unqualified  Unqualified            1  Unqualified  Unqualified          0.8  Unqualified          0.5  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.2  Unqualified            1            0          0.8  Unqualified          0.7
candidate471          0.7  Unqualified  Unqualified  Unqualified          0.7          0.7  Unqualified          0.5          0.3          0.8  Unqualified          0.3          0.1  Unqualified            0          0.1  Unqualified  Unqualified          0.4          0.9          0.3  Unqualified  Unqualified          0.5  Unqualified          0.9          0.8  Unqualified          0.5  Unqualified
candidate472  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified            0  Unqualified            1  Unqualified  Unqualified  Unqualified  Unqualified          0.1          0.8  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.1            1  Unqualified          0.7  Unqualified          0.1  Unqualified          0.3
candidate473  Unqualified          0.1  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.2          0.7          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9            1  Unqualified            0          0.8            1  Unqualified          0.6  Unqualified  Unqualified  Unqualified            0
candidate474          0.2          0.7  Unqualified          0.5  Unqualified  Unqualified          0.7  Unqualified          0.6          0.2  Unqualified          0.6  Unqualified  Unqualified          0.1  Unqualified          0.3          0.6          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified          0.6          0.8  Unqualified          0.3
candidate475            1          0.3  Unqualified          0.4  Unqualified  Unqualified          0.6  Unqualified          0.4  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.2          0.9  Unqualified          0.1            0  Unqualified          0.6            1          0.2  Unqualified            0          0.6  Unqualified          0.4  Unqualified          0.6
candidate476  Unqualified  Unqualified          0.6          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified            0          0.5            0          0.7  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified          0.2          0.3  Unqualified  Unqualified  Unqualified
candidate477          0.2          0.8          0.2          0.9          0.6  Unqualified          0.4  Unqualified  Unqualified          0.9          0.7  Unqualified  Unqualified  Unqualified          0.7  Unqualified          0.7          0.1  Unqualified  Unqualified          0.7          0.8  Unqualified          0.2  Unqualified          0.7          0.3          0.2  Unqualified  Unqualified
candidate478  Unqualified          0.2  Unqualified  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7            0  Unqualified            0  Unqualified  Unqualified  Unqualified          0.5          0.5          0.3          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.9  Unqualified          0.1
candidate479          0.2  Unqualified          0.8          0.4  Unqualified  Unqualified  Unqualified          0.8  Unqualified          0.7  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.4          0.5  Unqualified          0.8          0.9  Unqualified  Unqualified          0.9          0.3  Unqualified          0.4
candidate480          0.2  Unqualified          0.4          0.9  Unqualified          0.1            1  Unqualified          0.6          0.1  Unqualified  Unqualified  Unqualified          0.8          0.8          0.2  Unqualified  Unqualified          0.1          0.5            0  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.5  Unqualified
candidate481          0.5          0.9  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2          0.8          0.2          0.5          0.4          0.6  Unqualified  Unqualified          0.3  Unqualified          0.9          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified
candidate482          0.4            0          0.6          0.7          0.1          0.8          0.3          0.2          0.1          0.8          0.5  Unqualified  Unqualified  Unqualified          0.2  Unqualified          0.9  Unqualified  Unqualified          0.4  Unqualified  Unqualified          0.9          0.4            0  Unqualified          0.6  Unqualified          0.7          0.2
candidate483  Unqualified  Unqualified  Unqualified  Unqualified          0.5          0.1          0.9          0.2  Unqualified  Unqualified          0.5          0.6          0.5  Unqualified  Unqualified          0.3  Unqualified  Unqualified          0.1  Unqualified          0.4          0.7          0.2  Unqualified  Unqualified          0.1  Unqualified          0.1          0.3          0.4
candidate484            1          0.8  Unqualified          0.3          0.9          0.9          0.6  Unqualified  Unqualified            0  Unqualified          0.1  Unqualified  Unqualified  Unqualified          0.2          0.2          0.6            1          0.3  Unqualified          0.5  Unqualified          0.5  Unqualified            1  Unqualified  Unqualified          0.4  Unqualified
candidate485  Unqualified          0.6            1          0.1  Unqualified          0.5  Unqualified          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.5          0.6          0.5          0.7          0.8          0.8          0.8  Unqualified            1  Unqualified            0  Unqualified            1          0.8  Unqualified  Unqualified          0.6
candidate486  Unqualified  Unqualified  Unqualified          0.1  Unqualified  Unqualified          0.3          0.3  Unqualified          0.9          0.9  Unqualified          0.3  Unqualified            1  Unqualified  Unqualified          0.8          0.7          0.9  Unqualified  Unqualified          0.4          0.5          0.8          0.1          0.7          0.3  Unqualified          0.1
candidate487  Unqualified  Unqualified  Unqualified            1          0.2  Unqualified  Unqualified          0.1          0.7  Unqualified  Unqualified          0.2          0.2          0.3  Unqualified          0.1          0.1          0.5  Unqualified          0.6  Unqualified          0.9          0.5  Unqualified  Unqualified            1  Unqualified  Unqualified          0.4          0.9
candidate488          0.5  Unqualified          0.3          0.2          0.9  Unqualified  Unqualified          0.7          0.1          0.7  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified  Unqualified          0.3          0.2          0.1          0.8          0.9  Unqualified          0.3          0.9          0.7          0.3          0.4  Unqualified          0.2
candidate489  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified            0          0.3          0.2          0.7  Unqualified          0.7  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified            0  Unqualified  Unqualified          0.4          0.2          0.4          0.9
candidate490  Unqualified  Unqualified          0.6  Unqualified  Unqualified  Unqualified          0.9          0.2  Unqualified  Unqualified  Unqualified          0.7          0.5          0.4          0.6  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.9          0.8          0.8  Unqualified  Unqualified          0.6  Unqualified          0.3
candidate491  Unqualified  Unqualified          0.3          0.9  Unqualified          0.7            0  Unqualified  Unqualified  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified          0.1          0.4  Unqualified          0.7          0.1  Unqualified  Unqualified            1  Unqualified          0.4  Unqualified          0.5  Unqualified  Unqualified          0.3
candidate492  Unqualified          0.9          0.2  Unqualified  Unqualified          0.9  Unqualified          0.9  Unqualified  Unqualified  Unqualified  Unqualified          0.6          0.1  Unqualified          0.6          0.3  Unqualified          0.5  Unqualified          0.2  Unqualified          0.6          0.6  Unqualified  Unqualified          0.6          0.3  Unqualified  Unqualified
candidate493          0.3          0.1  Unqualified            0  Unqualified  Unqualified  Unqualified  Unqualified          0.5  Unqualified          0.9          0.7  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.7  Unqualified          0.6  Unqualified  Unqualified          0.9  Unqualified          0.2  Unqualified  Unqualified          0.2          0.9          0.9
candidate494          0.1          0.2          0.2  Unqualified  Unqualified          0.6  Unqualified          0.8          0.6          0.4  Unqualified  Unqualified          0.4  Unqualified          0.4          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified          0.9          0.2          0.1  Unqualified          0.6
candidate495  Unqualified  Unqualified  Unqualified  Unqualified          0.8  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified          0.8          0.2          0.2  Unqualified          0.7          0.8          0.5  Unqualified          0.3  Unqualified          0.8  Unqualified          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified
candidate496            0          0.6  Unqualified          0.6  Unqualified          0.4  Unqualified          0.9  Unqualified  Unqualified          0.2          0.1  Unqualified          0.5            1  Unqualified          0.7          0.8  Unqualified  Unqualified            0  Unqualified          0.7          0.8  Unqualified          0.1  Unqualified            1  Unqualified          0.9
candidate497            1  Unqualified          0.2          0.8  Unqualified  Unqualified          0.6            0          0.1  Unqualified          0.8  Unqualified  Unqualified            0  Unqualified          0.1          0.4          0.4          0.1          0.6          0.5          0.9  Unqualified  Unqualified          0.2            0  Unqualified          0.8          0.2  Unqualified
candidate498  Unqualified          0.5  Unqualified  Unqualified          0.9  Unqualified          0.4  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified          0.4  Unqualified          0.6          0.5          0.2  Unqualified          0.7  Unqualified          0.9          0.4  Unqualified          0.3  Unqualified          0.5  Unqualified  Unqualified
candidate499          0.1          0.1          0.7          0.1          0.4          0.3          0.1            1          0.6          0.7  Unqualified          0.4  Unqualified          0.9          0.3          0.4          0.8          0.3  Unqualified          0.5  Unqualified          0.6  Unqualified  Unqualified          0.4  Unqualified  Unqualified          0.1          0.7  Unqualified
candidate500  Unqualified          0.6  Unqualified          0.1  Unqualified          0.2          0.6  Unqualified  Unqualified          0.8  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.1          0.8          0.7          0.2          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified
candidate501  Unqualified          0.5  Unqualified  Unqualified          0.6          0.1          0.3          0.8            0  Unqualified          0.1          0.9  Unqualified  Unqualified  Unqualified          0.1          0.5          0.5            1  Unqualified          0.7          0.6            1          0.6          0.8          0.2  Unqualified  Unqualified  Unqualified  Unqualified
candidate502  Unqualified  Unqualified  Unqualified  Unqualified          0.3          0.2  Unqualified          0.8  Unqualified          0.6  Unqualified  Unqualified          0.4          0.9            0          0.5          0.8  Unqualified          0.6          0.2          0.4  Unqualified          0.3  Unqualified          0.3  Unqualified            0          0.5  Unqualified          0.4
candidate503  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.1          0.6          0.5  Unqualified          0.5  Unqualified  Unqualified          0.7          0.3          0.9  Unqualified          0.3          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.7  Unqualified          0.7          0.9
candidate504          0.1          0.6          0.8  Unqualified  Unqualified          0.6          0.1          0.8          0.6  Unqualified          0.9            0  Unqualified          0.3          0.4  Unqualified  Unqualified  Unqualified  Unqualified          0.5          0.5            1  Unqualified          0.1          0.6          0.7  Unqualified  Unqualified  Unqualified          0.5
candidate505          0.9          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.3          0.2          0.9          0.9            1          0.6  Unqualified  Unqualified  Unqualified          0.4          0.9          0.2  Unqualified  Unqualified  Unqualified          0.5          0.3  Unqualified  Unqualified  Unqualified            1          0.2
candidate506          0.8          0.2          0.4  Unqualified            0  Unqualified          0.3  Unqualified  Unqualified          0.5            1          0.1          0.2            0            1  Unqualified          0.9  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified
candidate507          0.8          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified            0  Unqualified          0.8  Unqualified  Unqualified          0.8          0.3          0.9            0          0.6          0.9          0.5  Unqualified  Unqualified          0.8  Unqualified  Unqualified          0.8          0.8          0.1  Unqualified          0.6  Unqualified
candidate508  Unqualified            1          0.3  Unqualified          0.3          0.4          0.5          0.4  Unqualified            0          0.5  Unqualified          0.8  Unqualified  Unqualified          0.1          0.9  Unqualified          0.4          0.7          0.5          0.2  Unqualified  Unqualified          0.6  Unqualified  Unqualified  Unqualified          0.8  Unqualified
candidate509          0.2          0.6          0.9  Unqualified  Unqualified  Unqualified            1          0.6          0.3          0.3  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified          0.7          0.8          0.2          0.3
candidate510  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.3          0.4  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified            1  Unqualified          0.6  Unqualified  Unqualified          0.5          0.6          0.4          0.7          0.3  Unqualified          0.3          0.9  Unqualified          0.3
candidate511  Unqualified          0.4          0.1  Unqualified  Unqualified  Unqualified  Unqualified          0.1            0            0          0.3          0.6          0.1  Unqualified            1          0.9          0.3          0.1            0  Unqualified  Unqualified  Unqualified          0.1            0  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.1
candidate512            1          0.2  Unqualified          0.7  Unqualified  Unqualified          0.4          0.5  Unqualified          0.4  Unqualified  Unqualified          0.4  Unqualified  Unqualified          0.4  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.5  Unqualified          0.3          0.8          0.1          0.5  Unqualified          0.4
candidate513  Unqualified          0.3            0          0.8  Unqualified  Unqualified          0.5  Unqualified  Unqualified          0.7          0.3  Unqualified          0.9            1          0.3          0.2          0.9          0.3  Unqualified  Unqualified          0.4          0.4  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified
candidate514            0  Unqualified  Unqualified          0.7  Unqualified  Unqualified            0          0.2          0.6            0          0.3            0          0.1          0.9          0.9  Unqualified  Unqualified          0.1          0.1          0.2          0.6          0.6  Unqualified  Unqualified  Unqualified          0.1          0.7          0.5          0.5  Unqualified
candidate515          0.9          0.3  Unqualified  Unqualified          0.6  Unqualified  Unqualified          0.9  Unqualified          0.2  Unqualified  Unqualified  Unqualified          0.4          0.6  Unqualified  Unqualified          0.7            0          0.7  Unqualified  Unqualified          0.3  Unqualified  Unqualified          0.3  Unqualified          0.6  Unqualified  Unqualified
candidate516          0.2  Unqualified          0.3  Unqualified  Unqualified  Unqualified            0          0.8          0.8          0.5  Unqualified          0.4  Unqualified          0.9          0.7  Unqualified  Unqualified          0.2          0.4  Unqualified  Unqualified          0.2          0.9  Unqualified          0.6          0.4  Unqualified  Unqualified  Unqualified  Unqualified
candidate517  Unqualified          0.5          0.2  Unqualified          0.6  Unqualified          0.3  Unqualified          0.9          0.6  Unqualified  Unqualified          0.1          0.5  Unqualified          0.7          0.9          0.1          0.2  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified          0.2          0.8          0.8          0.2  Unqualified
candidate518  Unqualified  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified          0.2  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified
candidate519          0.1  Unqualified          0.6          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.5  Unqualified          0.6          0.9          0.4  Unqualified  Unqualified  Unqualified            1  Unqualified  Unqualified            1          0.6  Unqualified            0          0.3  Unqualified          0.1  Unqualified          0.9
candidate520            0          0.5          0.1  Unqualified          0.8          0.7  Unqualified          0.3  Unqualified  Unqualified          0.9          0.2  Unqualified          0.6          0.3  Unqualified  Unqualified          0.9  Unqualified          0.7  Unqualified          0.3  Unqualified            1          0.6  Unqualified  Unqualified  Unqualified          0.3          0.1
candidate521          0.3  Unqualified          0.6  Unqualified  Unqualified          0.3  Unqualified          0.5  Unqualified          0.9  Unqualified          0.7  Unqualified  Unqualified          0.8          0.8  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.8            1          0.3          0.1  Unqualified  Unqualified  Unqualified  Unqualified
candidate522  Unqualified            0  Unqualified          0.5          0.3  Unqualified  Unqualified  Unqualified            1  Unqualified          0.3          0.3  Unqualified          0.7  Unqualified          0.5  Unqualified  Unqualified          0.9            0  Unqualified  Unqualified          0.2          0.3          0.7            1          0.6          0.6  Unqualified          0.1
candidate523          0.7  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.9          0.2  Unqualified          0.9          0.6  Unqualified          0.8  Unqualified  Unqualified  Unqualified          0.2  Unqualified          0.6          0.2          0.6  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified            0  Unqualified
candidate524          0.2          0.3  Unqualified          0.2          0.4          0.9  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.9          0.3          0.8          0.1  Unqualified          0.8          0.7  Unqualified  Unqualified  Unqualified
candidate525          0.4  Unqualified          0.3            1  Unqualified          0.1          0.6          0.4          0.6  Unqualified          0.6          0.1          0.9  Unqualified  Unqualified          0.4          0.3          0.3  Unqualified  Unqualified          0.9          0.9  Unqualified          0.8  Unqualified          0.8          0.4          0.4          0.5          0.4
candidate526          0.7  Unqualified            1          0.6  Unqualified  Unqualified          0.2  Unqualified  Unqualified          0.2          0.7  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified          0.3          0.5          0.8  Unqualified          0.2          0.3          0.8          0.8  Unqualified          0.6  Unqualified          0.1  Unqualified
candidate527          0.6          0.4          0.4  Unqualified  Unqualified          0.4          0.9          0.9          0.6  Unqualified  Unqualified  Unqualified          0.1          0.7  Unqualified  Unqualified          0.7          0.3          0.7          0.1          0.2  Unqualified  Unqualified          0.1  Unqualified  Unqualified          0.9  Unqualified            1  Unqualified
candidate528          0.4  Unqualified          0.3          0.5          0.4  Unqualified  Unqualified  Unqualified          0.9          0.2          0.7  Unqualified  Unqualified          0.2  Unqualified  Unqualified          0.8          0.7          0.5            1  Unqualified          0.5          0.6  Unqualified          0.2          0.3          0.4  Unqualified          0.2          0.7
candidate529          0.5          0.9  Unqualified          0.7          0.1          0.1            1          0.4          0.5          0.2  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified            0  Unqualified  Unqualified          0.9          0.3  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.2          0.6
candidate530  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.8            1  Unqualified  Unqualified          0.3          0.7            1            1  Unqualified          0.5          0.4  Unqualified  Unqualified          0.4  Unqualified          0.7          0.3  Unqualified          0.6          0.4  Unqualified          0.6  Unqualified  Unqualified            0
candidate531          0.5  Unqualified            1          0.1          0.9          0.5  Unqualified          0.3  Unqualified  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.1            1          0.3          0.4  Unqualified          0.7  Unqualified            0  Unqualified          0.6          0.9  Unqualified  Unqualified          0.9
candidate532          0.7          0.7          0.6  Unqualified          0.7  Unqualified  Unqualified  Unqualified            1  Unqualified          0.5          0.4  Unqualified          0.1          0.1  Unqualified            1          0.6  Unqualified  Unqualified            1  Unqualified          0.1  Unqualified          0.2  Unqualified  Unqualified          0.5  Unqualified          0.3
candidate533          0.1          0.5  Unqualified          0.8          0.9  Unqualified            1  Unqualified  Unqualified  Unqualified          0.3            1          0.1          0.6          0.6          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.6          0.5  Unqualified          0.8  Unqualified  Unqualified          0.1  Unqualified          0.8          0.5
